,,,,,,"1.42.69,1.42.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150909/HV/8,18,Class 3,GOOD,"TURF - ""A"" COURSE",1200,71.04,11 64.00,11 25.50,"1,11 315.00","1,11 106.00","11,1,8 3,716.00","1,8,11 601.00","1,2,8,11 900.00","11,1,8,2 21,971.00",,,,,,,,,,,,,,,,"1,4/2,11/3,8/1,8/6,10/1,11 20,920.00",4 [G Mosse],,,
,,,,,,"1.11.28,1.11.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/1,747,Griffin Race,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1400,84.89,3 12.50,3 10.10,"2,3 25.00",,"3,2,5 33.00","2,3,5 13.00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,"1.25.31,1.25.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/2,748,Class 5,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1600,95.35,1 16.50,1 11.50,"1,10 77.50","1,10 37.00","1,10,13 2,516.00","1,10,13 568.00","1,10,12,13 920.00","1,10,13,12 11,551.00",,,,,,,,,3/1 18.00,,,,,,,,,,,
,,,,,,"1.35.52,1.35.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/3,749,Class 4,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1000,56.58,2 177.50,2 36.50,"2,3 1,532.50","2,3 310.00","2,3,5 79,174.00","2,3,5 6,365.00","2,3,5,7 18,521.00","2,3,5,7 456,008.00",,,,,,,,1/2 361.00,,,,,,,,,,,,
,,,,,,"0.56.69,0.56.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/4,750,Class 4,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1400,82.98,3 60.50,3 22.00,"3,7 238.50","3,7 89.00","3,7,10 9,365.00","3,7,10 1,692.00","3,7,10,11 6,888.00","3,7,10,11 135,099.00",,,,,,,"2/3 1,342.00",,,,,,,,,,,,,
,,,,,,"1.23.39,1.23.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/5,751,Class 4,FAST,ALL WEATHER TRACK,1200,68.54,8 86.50,8 41.00,"2,8 445.50","2,8 137.50","8,2,5 21,896.00","2,5,8 4,764.00","2,5,8,11 2,868.00","8,2,5,11 88,846.00",,,,,,,,,,,"3,7,10/2,5,8 490,212.00",,,,,,,,,
,,,,,,"1.09.06,1.09.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/6,752,Class 4,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1600,95.07,9 95.50,9 31.50,"7,9 462.00","7,9 134.00","9,7,2 4,288.00","2,7,9 570.00","1,2,7,9 128.00","9,7,2,1 4,054.00",,,,,"8/9 1,194.00",,,,,,,,,,,,,,,
,,,,,,"1.35.08,1.35.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/7,753,Class 3,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1400,81.97,1 78.50,1 22.00,"1,12 560.00","1,12 132.00","1,12,8 8,177.00","1,8,12 1,180.00","1,3,8,12 1,018.00","1,12,8,3 27,518.00",,,,9/1 881.00,,,,,,,,,,"2,5,8/2,7,9/Any combination 34,321.00","2,5,8/2,7,9/1,8,12 24,466,803.00",,,,,
,,,,,,"1.22.07,1.22.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/8,754,Class 3,FAST,ALL WEATHER TRACK,1650,98.57,3 74.00,3 24.50,"3,14 329.00","3,14 127.50","3,14,4 13,218.00","3,4,14 2,151.00","1,3,4,14 7,269.00","3,14,4,1 162,687.00",,,,,,,,,,,,"1,8,12/3,4,14 365,134.00",,,,,,,,
,,,,,,"1.39.00,1.39.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/9,755,Class 3,GOOD TO FIRM,"TURF - ""A+3"" COURSE",1000,56.26,8 43.00,8 18.00,"5,8 237.50","5,8 114.00","8,5,10 3,719.00","5,8,10 678.00","5,8,10,11 16,828.00","8,5,10,11 234,158.00",,3/8 302.00,,,,,,,,,,,,,,,,,,
,,,,,,"0.56.42,0.56.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/10,756,Class 2,GOOD TO FIRM,"TURF - ""A+3"" COURSE",2000,121.76,8 29.50,8 14.50,"6,8 56.00","6,8 29.00","8,6,12 3,004.00","6,8,12 1,048.00","6,8,11,12 1,982.00","8,6,12,11 23,043.00",8/8 107.00,,,,,,,,,,,,,,,,,,,
,,,,,,"2.02.11,2.02.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150705/ST/11,757,Class 3,FAST,ALL WEATHER TRACK,1200,68.34,3 208.00,3 57.00,"1,3 2,693.00","1,3 691.50","3,1,5 28,917.00","1,3,5 2,347.00","1,3,5,7 5,289.00","3,1,5,7 174,734.00",,,,,,,,,,,,,"6,8,12/1,3,5 406,618.00",,,"7,9/1,12/3,14/5,8/6,8/1,3 156,021.00",2 [G Mosse],,,
,,,,,,"1.08.55,1.08.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/1,365,Class 5,GOOD,"TURF - ""A"" COURSE",1650,101.43,10 150.00,10 43.00,"1,10 1,220.00","1,10 377.00","10,1,7 23,739.00","1,7,10 5,073.00","1,7,10,12 14,333.00","10,1,7,12 424,967.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.41.84,1.41.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/2,366,Class 5,GOOD,"TURF - ""A"" COURSE",1000,57.78,10 72.50,10 23.50,"7,10 198.50","7,10 64.50","10,7,8 2,373.00","7,8,10 349.00","7,8,10,12 1,192.00","10,7,8,12 23,268.00",,,,,,,,,"10/10 1,076.50",,,,,,,,,,,
,,,,,,"0.57.92,0.57.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/3,367,Class 4,GOOD,"TURF - ""A"" COURSE",1200,70.87,5 97.00,5 25.00,"5,7 131.50","5,7 60.00","5,7,12 3,150.00","5,7,12 463.00","5,7,11,12 2,160.00","5,7,12,11 52,461.00",,,,,,,,10/5 892.00,,,,,,,,,,,,
,,,,,,"1.10.93,1.10.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/4,368,Class 4,GOOD,"TURF - ""A"" COURSE",1800,111.06,2 135.50,2 40.50,"2,4 241.50","2,4 127.00","2,4,5 4,872.00","2,4,5 892.00","2,4,5,11 10,285.00","2,4,5,11 207,025.00",,,,,,,5/2 711.00,,,,"5,7,12/2,4,5 69,212.00",,,,,,,,,
,,,,,,"1.51.36,1.51.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/5,369,Class 3,GOOD,"TURF - ""A"" COURSE",1200,69.94,6 194.00,6 34.00,"6,8 711.00","6,8 160.50","6,8,4 5,848.00","4,6,8 830.00","4,6,7,8 642.00","6,8,4,7 27,545.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.10.45,1.10.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/6,370,Class 4,GOOD,"TURF - ""A"" COURSE",1650,101.7,7 52.50,7 19.50,"1,7 84.50","1,7 43.50","7,1,2 1,794.00","1,2,7 317.00","1,2,6,7 747.00","7,1,2,6 14,841.00",,,,,"6/7 1,515.50",,,,,,,,,"2,4,5/4,6,8/Any combination 26,583.00","2,4,5/4,6,8/1,2,7 1,626,863.00",,,,,
,,,,,,"1.41.79,1.41.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7,371,Class 3,GOOD,"TURF - ""A"" COURSE",1200,70.55,7 76.50,7 26.00,"6,7 161.50","6,7 52.00","7,6,12 1,899.00","6,7,12 299.00","2,6,7,12 222.00","7,6,12,2 7,282.00",,,,7/7 362.00,,,,,,,,"1,2,7/6,7,12 14,906.00",,,,,,,,
,,,,,,"1.10.85,1.10.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8,372,Class 3,GOOD,"TURF - ""A"" COURSE",1800,110.69,10 62.00,10 22.00,"1,10 1,321.00","1,10 332.00","10,1,11 26,392.00","1,10,11 5,533.00","1,3,10,11 11,674.00","10,1,11,3 242,805.00",,,,,,,,,,,,,,,,"5,7/2,4/6,8/1,7/6,7/1,10 49,243.00",6 [O Doleuze],,,
,,,,,,"1.50.81,1.50.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1,440,Class 5,GOOD,ALL WEATHER TRACK,1650,99.67,2 52.00,2 17.00,"2,11 926.50","2,11 287.50","2,11,1 13,598.00","1,2,11 2,100.00","1,2,11,14 26,141.00","2,11,1,14 552,296.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.40.13,1.40.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/2,441,Class 4,GOOD TO FIRM,"TURF - ""C+3"" COURSE",1000,57.28,9 117.50,9 34.00,"9,11 397.00","9,11 124.00","9,11,14 58,990.00","9,11,14 17,024.00","9,10,11,14 37,252.00","9,11,14,10 1,033,326.00",,,,,,,,,2/9 708.00,,,,,,,,,,,
,,,,,,"0.57.53,0.57.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/3,442,Class 4,GOOD,ALL WEATHER TRACK,1650,99.25,2 53.50,2 17.50,"2,5 410.50","2,5 134.50","2,5,6 5,860.00","2,5,6 1,199.00","2,5,6,10 30,228.00","2,5,6,10 549,137.00",,,,,,,,9/2 471.50,,,,,,,,,,,,
,,,,,,"1.39.55,1.39.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/4,443,Class 4,GOOD TO FIRM,"TURF - ""C+3"" COURSE",1400,82.51,9 32.00,9 15.00,"1,9 107.50","1,9 42.50","9,1,6 2,803.00","1,6,9 685.00","1,3,6,9 797.00","9,1,6,3 17,411.00",,,,,,,2/9 267.00,,,,"2,5,6/1,6,9 70,408.00",,,,,,,,,
,,,,,,"1.22.66,1.22.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/5,444,Class 4,GOOD TO FIRM,"TURF - ""C+3"" COURSE",1800,109.6,3 37.00,3 17.50,"1,3 116.50","1,3 45.00","3,1,14 922.00","1,3,14 257.00","1,3,8,14 405.00","3,1,14,8 5,573.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.50.01,1.50.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/6,445,Class 2,GOOD TO FIRM,"TURF - ""C+3"" COURSE",1600,95.39,3 28.00,3 12.00,"1,3 260.50","1,3 80.00","3,1,4 3,992.00","1,3,4 883.00","1,2,3,4 366.00","3,1,4,2 11,632.00",,,,,3/3 151.00,,,,,,,,,"1,6,9/1,3,14/Any combination 2,791.00","1,6,9/1,3,14/1,3,4 1,830,447.00",,,,,
,,,,,,"1.35.55,1.35.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/7,446,Class 3,GOOD,ALL WEATHER TRACK,1200,68.14,3 22.00,3 10.10,"3,8 56.50","3,8 30.00","3,8,12 2,119.00","3,8,12 558.00","3,7,8,12 711.00","3,8,12,7 12,058.00",,,,3/3 93.50,,,,,,,,"1,3,4/3,8,12 78,301.00",,,,,,,,
,,,,,,"1.08.65,1.08.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8,447,Class 3,GOOD TO FIRM,"TURF - ""C+3"" COURSE",1000,56.49,1 130.00,1 32.50,"1,9 724.00","1,9 193.00","1,9,8 4,042.00","1,8,9 459.00","1,8,9,11 3,842.00","1,9,8,11 94,824.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"0.56.69,0.56.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/10,449,Class 3,GOOD TO FIRM,"TURF - ""C+3"" COURSE",1400,82.14,13 263.50,13 36.50,"7,13 323.50","7,13 80.50","13,7,6 47,141.00","6,7,13 5,707.00","1,6,7,13 4,338.00","13,7,6,1 139,546.00",9/13 606.50,,,,,,,,,,,,"7,9,11/6,7,13 307,892.00",,,"1,3/1,3/3,8/1,9/9,11/7,13 1,794.00",1 [J Moreira],,,
,,,,,,"1.22.30,1.22.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/1,75,Class 5,WET SLOW,ALL WEATHER TRACK,1650,101.55,9 664.00,9 148.00,"9,12 3,178.50","9,12 886.00","9,12,13 108,330.00","9,12,13 18,299.00","9,12,13,14 28,261.00","9,12,13,14 805,445.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.41.81,1.41.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/1,1,Class 5,GOOD TO FIRM,"TURF - ""A"" COURSE",1400,82.33,1 38.50,1 16.00,"1,2 150.00","1,2 61.50","1,2,10 1,098.00","1,2,10 266.00","1,2,3,10 345.00",,,,,,,,,,,,,,,,,,,,,
,,,,,,"1.22.66,1.22.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/2,2,Class 5,GOOD TO FIRM,"TURF - ""A"" COURSE",1200,69.97,7 71.00,7 18.50,"7,11 278.00","7,11 84.50","7,11,10 22,186.00","7,10,11 5,650.00","7,10,11,12 3,473.00",,,,,,,,,,"1,12/7 300.00",,,,,,,,,,,
,,,,,,"1.10.24,1.10.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/3,3,Class 1,GOOD TO FIRM,"TURF - ""A"" COURSE",1200,68.37,5 79.50,5 22.00,"5,8 238.50","5,8 74.00","5,8,7 3,313.00","5,7,8 443.00","5,6,7,8 2,645.00",,,,,,,,,7/5 575.50,,,,,,,,,,,,
,,,,,,"1.08.55,1.08.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/4,4,Class 4,GOOD TO FIRM,"TURF - ""A"" COURSE",1200,69.26,5 76.00,5 28.50,"3,5 107.50","3,5 54.00","5,3,11 13,194.00","3,5,11 3,196.00","3,5,8,11 16,296.00",,,,,,,,5/5 462.00,,,,"5,7,8/3,5,11 173,791.00",,,,,,,,,
,,,,,,"1.09.80,1.09.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/5,5,Class 4,GOOD TO FIRM,"TURF - ""A"" COURSE",1000,56.36,8 155.00,8 46.50,"3,8 303.50","3,8 109.50","8,3,5 18,930.00","3,5,8 3,714.00","2,3,5,8 4,545.00","8,3,5,2 133,135.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"0.56.40,0.56.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/6,6,Class 3,GOOD TO FIRM,"TURF - ""A"" COURSE",1400,82.16,2 87.50,2 28.00,"2,11 283.00","2,11 115.50","2,11,10 4,836.00","2,10,11 510.00","2,3,10,11 621.00",,,,,,"8/2 1,717.50",,,,,,,,,"3,5,11/3,5,8/Any combination 158,182.00",,,,,,
,,,,,,"1.22.36,1.22.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/7,7,Class 4,GOOD TO FIRM,"TURF - ""A"" COURSE",1400,82.94,4 30.00,4 14.50,"4,5 184.50","4,5 60.50","4,5,10 918.00","4,5,10 271.00","4,5,10,11 122.00",,,,,2/4 228.00,,,,,,,,"2,10,11/4,5,10 24,100.00",,,,,,,,
,,,,,,"1.23.23,1.23.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/8,8,Class 3,GOOD TO FIRM,"TURF - ""A"" COURSE",1200,68.9,13 25.00,13 14.00,"7,13 122.00","7,13 46.50","13,7,2 607.00","2,7,13 128.00","2,6,7,13 113.00",,,,,,,,,,,,,,,,,,,,,
,,,,,,"1.09.37,1.09.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/9,9,Class 2,GOOD TO FIRM,"TURF - ""A"" COURSE",1000,55.79,5 28.00,5 14.00,"5,11 155.50","5,11 54.50","5,11,13 1,328.00","5,11,13 349.00","5,10,11,13 205.00",,,13/5 82.50,,,,,,,,,,,,,,,,,,
,,,,,,"0.56.24,0.56.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20140914/ST/10,10,Class 2,GOOD TO FIRM,"TURF - ""A"" COURSE",1400,81.54,11 394.00,11 91.00,"11,13 685.50","11,13 212.00","11,13,4 14,780.00","4,11,13 2,219.00","2,4,11,13 3,332.00","11,13,4,2 93,148.00","5/11 1,025.00",,,,,,,,,,,,"5,11,13/4,11,13 111,118.00",,,"3,8/2,11/4,5/7,13/5,11/11,13 3,886.00",1 [J Moreira],,,
,,,,,,"1.21.92,1.21.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2,76,Class 4,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1000,57.43,14 26.00,14 12.50,"12,14 71.00","12,14 26.00","14,12,3 1,307.00","3,12,14 303.00","3,10,12,14 820.00","14,12,3,10 10,525.00",,,,,,,,,"9/14 2,704.50",,,,,,,,,,,
,,,,,,"0.58.06,0.58.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/6,80,Class 4,WET SLOW,ALL WEATHER TRACK,1650,101.38,1 53.50,1 18.00,"1,10 225.50","1,10 96.50","1,10,11 3,101.00","1,10,11 513.00","1,8,10,11 1,322.00","1,10,11,8 32,304.00",,,,,"7/1 1,526.00",,,,,,,,,"7,12,13/3,7,11/Any combination 187,186.00",,,,,,
,,,,,,"1.41.65,1.41.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/7,81,Class 3,WET SLOW,ALL WEATHER TRACK,1650,101.44,5 118.50,5 35.50,"5,7 296.50","5,7 110.00","5,7,8 3,558.00","5,7,8 407.00","5,7,8,10 461.00","5,7,8,10 13,248.00",,,,1/5 508.00,,,,,,,,"1,10,11/5,7,8 33,763.00",,,,,,,,
,,,,,,"1.41.76,1.41.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/8,82,Class 3,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1400,82.48,1 87.50,1 23.50,"1,5 176.50","1,5 61.50","1,5,4 736.00","1,4,5 70.00","1,2,4,5 767.00","1,5,4,2 18,627.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.22.94,1.22.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/10,84,Class 2,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1600,95.17,5 28.50,5 14.50,"5,13 301.50","5,13 101.50","5,13,6 3,004.00","5,6,13 804.00","1,5,6,13 3,113.00","5,13,6,1 42,039.00",1/5 515.00,,,,,,,,,,,,"1,5>3,14/5,6,13 29,886.00",,,"7,11/1,10/5,7/1,5/1,5/5,13 292,233.00",- REFUND,,,
,,,,,,"1.35.55,1.35.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/9,83,Class 3,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1000,57.56,1 117.50,1 32.00,"1,5 357.50","1,5 108.00","1,5,3 2,150.00","1,3,5 244.00","1,3,5,12 2,248.00","1,5,3,12 59,640.00",,"1/1 1,234.00",,,,,,,,,,,,,,,,,,
,,,,,,"0.58.18,0.58.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3,77,Class 5,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1200,69.98,10 35.50,10 14.00,"6,10 151.00","6,10 66.50","10,6,11 4,509.00","6,10,11 1,007.00","6,10,11,12 1,829.00","10,6,11,12 32,113.00",,,,,,,,14/10 104.00,,,,,,,,,,,,
,,,,,,"1.10.44,1.10.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4,78,Class 4,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1200,69.48,12 34.00,12 17.00,"12,13 286.00","12,13 119.50","12,13,7 2,693.00","7,12,13 365.00","4,7,12,13 648.00","12,13,7,4 13,330.00",,,,,,,10/12 116.50,,,,"6,10,11/7,12,13 35,615.00",,,,,,,,,
,,,,,,"1.09.75,1.09.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5,79,Class 4,GOOD TO YIELDING,"TURF - ""B+2"" COURSE",1800,108.24,7 317.50,7 73.50,"7,11 2,466.00","7,11 637.50","7,11,3 52,771.00","3,7,11 8,640.00","1,3,7,11 18,746.00","7,11,3,1 418,180.00",,,,,,,,,,,,,,,,,,,,
,,,,,,"1.48.65,1.48.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
url,raceindex,raceclass,going,courseconfig,racedistance,finishtime,win_combo_div,place_combo_div,qn_combo_div,qnp_combo_div,tce_combo_div,trio_combo_div,f4_combo_div,qtt_combo_div,dbl9_combo_div,dbl8_combo_div,dbl7_combo_div,dbl6_combo_div,dbl5_combo_div,dbl4_combo_div,dbl3_combo_div,dbl2_combo_div,dbl1_combo_div,dbl10_combo_div,dbltrio1_combo_div,dbltrio2_combo_div,dbltrio3_combo_div,tripletriocons_combo_div,tripletrio_combo_div,sixup_combo_div,jockeychallenge_combo_div,a1_div,a2_div,a3_div
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/1,338,Class 4,GOOD,"TURF - ""C"" COURSE",1200,70.37,5 17.50,5 11.00,"5,12 84.50","5,12 42.00","5,12,6 4,545.00","5,6,12 1,500.00","2,5,6,12 3,591.00","5,12,6,2 41,782.00",,,,,,,,,,,,,,,,,,15.00,NOT WIN,NOT WIN
,,,,,,1.10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/2,339,Class 4,GOOD,"TURF - ""C"" COURSE",1650,101.66,7 39.00,7 15.00,"5,7 96.00","5,7 36.50","7,5,10 884.00","5,7,10 178.00","4,5,7,10 355.00","7,5,10,4 5,192.00",,,,,,,,,5/7 59.50,,,,,,,,,23.50,NOT WIN,NOT WIN
,,,,,,1.41.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/3,340,Class 4,GOOD,"TURF - ""C"" COURSE",2200,138.14,6 28.50,6 14.50,"4,6 79.50","4,6 33.00","6,4,12 934.00","4,6,12 216.00","4,6,11,12 1,435.00","6,4,12,11 16,189.00",,,,,,,,7/6 167.00,,,,,,,,,,19.50,NOT WIN,NOT WIN
,,,,,,2.18.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/4,341,Class 4,GOOD TO YIELDING,"TURF - ""C"" COURSE",1200,71.3,1 32.50,1 14.00,"1,3 58.50","1,3 28.50","1,3,2 1,062.00","1,2,3 279.00","1,2,3,10 636.00","1,3,2,10 7,223.00",,,,,,,"6/1,6 89.50",,,,"4,6,12/2,3>1,6 7,171.00",,,,,,,NOT WIN,21.00,NOT WIN
,,,,,,1.11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/5,342,Class 3,GOOD TO YIELDING,"TURF - ""C"" COURSE",1000,58.04,3 50.50,3 17.50,"1,3 138.50","1,3 47.50","3,1,10 906.00","1,3,10 190.00","1,2,3,10 236.00","3,1,10,2 4,405.00",,,,,,,,,,,,,,,,,,NOT WIN,15.00,NOT WIN
,,,,,,0.58.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6,343,Class 3,GOOD TO YIELDING,"TURF - ""C"" COURSE",1650,101.41,7 175.00,7 49.50,"7,9 3,067.00","7,9 895.00","7,9,12 94,260.00","7,9,12 17,827.00","5,7,9,12 21,041.00","7,9,12,5 539,259.00",,,,,3/7 723.00,,,,,,,,,"2,3>1,6/1,3,10/Any combination 905.00",,,,NOT WIN,NOT WIN,20.00
,,,,,,1.41.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7,344,Class 2,GOOD TO YIELDING,"TURF - ""C"" COURSE",1200,70.6,12 85.00,12 25.00,"10,12 237.50","10,12 83.00","12,10,8 4,043.00","8,10,12 775.00","8,10,11,12 2,227.00","12,10,8,11 40,048.00",,,,"7/12 1,332.00",,,,,,,,"7,9,12/8,10,12 1,945,406.00",,,,,,NOT WIN,31.00,NOT WIN
,,,,,,1.10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
